"","INSTNM","STABBR","ACCREDAGENCY","HIGHDEG","ADM_RATE_ALL","SAT_AVG_ALL","PCIP14","UGDS","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PCTFLOAN","PAR_ED_PCT_PS","DEP_INC_AVG","DEBT_MDN","AGE_ENTRY","FEMALE","VETERAN","FAMINC","GRADS"
"3623","Bridgerland Technical College","UT","Council on Occupational Education",1,"NULL","NULL","0","996","NULL","9114","NULL","NULL","2527","8709","NULL","0","0.6439790576","36179.168","PrivacySuppressed","27.553398058","0.4902912621","PrivacySuppressed","24114.400485","NULL"
"3624","Brigham Young University-Provo","UT","Northwest Commission on Colleges and Universities",4,"0.51181411413768","1293","0.0731","30979","17395","NULL","5300","5300","5597","14400","10526","0.1677","0.8620431115","77593.423126","8092.5","21.399299152","0.4795278495","0.0029509406","59069.908336","3261"
"3625","Brigham Young University-Hawaii","HI","Western Association of Schools and Colleges Senior Colleges and University Commission",3,"0.27084745762711","1096","0","2601","16929","NULL","5240","5240","2821","11374","9126","0.1744","0.808095952","68413.703187","5500","21.823788546","0.6020558003","PrivacySuppressed","54040.139501","NULL"
"3626","Broadview University-West Jordan","UT","Accrediting Council for Independent Colleges and Schools",4,"NULL","NULL","0","174","24798","NULL","14400","14400","28672","14871","3562","0.729","0.5864759428","58324.212766","8084","28.304449649","0.7330210773","PrivacySuppressed","37371.874707","4"
"3627","Cameo College of Essential Beauty","UT","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","153","NULL","22511","NULL","NULL","9325","4177","NULL","0.3957","0.5034965035","53948.75","5481","27.01863354","PrivacySuppressed","PrivacySuppressed","34949.055901","NULL"
"3628","Sherman Kendall Academy-Salt Lake City","UT","NULL",1,"NULL","NULL","0","50","NULL","15205","NULL","NULL","5609","1496","NULL","0.3968","0.4186046512","38459.05","4700","25.283018868","PrivacySuppressed","PrivacySuppressed","26578.45283","NULL"
"3629","Collectiv Academy","UT","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","148","NULL","15970","NULL","NULL","9205","1358","NULL","0","PrivacySuppressed","52727.357143","4000","25.023255814","PrivacySuppressed","PrivacySuppressed","29305.55814","NULL"
"3630","Davis Technical College","UT","Council on Occupational Education",1,"NULL","NULL","0.0339","1840","NULL","NULL","NULL","NULL","1375","5233","NULL","0","0.6417910448","30197.726563","PrivacySuppressed","29.273489933","0.5302013423","PrivacySuppressed","24018.348993","NULL"
"3631","Dixie State University","UT","Northwest Commission on Colleges and Universities",3,"NULL","NULL","0.0005","7432","16939","NULL","4840","13856","5593","4771","6833","0.305","0.6099970939","56804.958578","7000","22.224812433","0.5605573419","0.005091104","47180.118435","NULL"
"3632","Evans Hairstyling College-Cedar City","UT","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","59","NULL","10208","NULL","NULL","6690","6841","NULL","0.24","PrivacySuppressed","45541","5500","22.875","PrivacySuppressed","PrivacySuppressed","35551.479167","NULL"
"3633","Evans Hairstyling College-St George","UT","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","36","NULL","9987","NULL","NULL","6180","3732","NULL","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","21.181818182","PrivacySuppressed","PrivacySuppressed","30515","NULL"
"3634","Paul Mitchell the School-Salt Lake City","UT","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","259","NULL","22109","NULL","NULL","9059","4805","NULL","0.5363","0.5242494226","63077.588235","9500","24.326923077","0.8692307692","PrivacySuppressed","38111.017308","NULL"
"3635","Eagle Gate College-Murray","UT","Accrediting Bureau of Health Education Schools",3,"NULL","NULL","0","424","23550","NULL","14297","14297","13359","3726","5082","0.9008","0.4741873805","48940.177966","12931","29.553398058","0.7718446602","PrivacySuppressed","30222.907767","NULL"
"3636","LDS Business College","UT","Northwest Commission on Colleges and Universities",2,"NULL","NULL","0","2112","11765","NULL","3240","3240","2854","4379","6989","0.1597","0.7039674466","55959.457391","3500","24.166506256","0.4254090472","PrivacySuppressed","39035.384986","NULL"
"3637","Ogden-Weber Technical College","UT","Council on Occupational Education",1,"NULL","NULL","0.0296","1829","NULL","5364","NULL","NULL","1351","6972","NULL","0","0.5301204819","27526.365385","PrivacySuppressed","29.379360465","0.4622093023","PrivacySuppressed","22596.239826","NULL"
"3638","Snow College","UT","Northwest Commission on Colleges and Universities",3,"NULL","NULL","0.0351","3509","13174","NULL","3592","12070","2307","5210","5264","0.3882","0.6744840525","57642.244505","3500","21.403439153","0.532627866","PrivacySuppressed","49563.473986","NULL"
"3639","Southern Utah University","UT","Northwest Commission on Colleges and Universities",4,"0.72278445095999","1065","0.0075","6353","19029","NULL","6530","19810","8417","7540","6632","0.3306","0.6791014842","65358.923619","6773.5","22.344486692","0.5524714829","0.0045627376","52281.385171","892"
"3640","Stevens-Henager College","UT","Accrediting Commission of Career Schools and Colleges",3,"NULL","NULL","0","235","30198","NULL","16968","16968","14553","6454","4946","0.8053","0.4413407821","28276.267429","9500","30.851753365","0.7420641516","0.0183646335","19087.957121","NULL"
"3641","Stevens-Henager College","UT","Accrediting Commission of Career Schools and Colleges",3,"NULL","NULL","0","166","30273","NULL","16968","16968","14935","5321","3968","0.7831","0.4413407821","28276.267429","9500","30.851753365","0.7420641516","0.0183646335","19087.957121","NULL"
"3642","Uintah Basin Technical College","UT","Council on Occupational Education",1,"NULL","NULL","0","284","NULL","7604","NULL","NULL","931","9685","NULL","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","32.88","0.68","PrivacySuppressed","20787.42","NULL"
"3643","Utah State University","UT","Northwest Commission on Colleges and Universities",4,"0.90247386533342","1087","0.0518","21833","18093","NULL","7426","20492","5621","8931","8837","0.3149","0.7164218258","71337.985046","8000","23.224894619","0.5495908753","0.0032234069","55518.884205","3280"
"3644","Utah Valley University","UT","Northwest Commission on Colleges and Universities",4,"NULL","NULL","0.0088","26571","13056","NULL","5530","15690","4906","5151","7697","0.1734","0.7278441232","65569.698659","7901","23.575480147","0.47188775","0.0043785451","46899.527217","272"
"3645","Salt Lake Community College","UT","Northwest Commission on Colleges and Universities",2,"NULL","NULL","0.0131","21830","12457","NULL","3690","11728","3494","5404","6521","0.1626","0.6037316199","47004.820337","4000","25.140051791","0.5372248597","0.0069054812","35839.276327","NULL"
"3646","University of Utah","UT","Northwest Commission on Colleges and Universities",4,"0.76418786692759","1116","0.0908","22748","18444","NULL","8518","27039","11170","14228","9560","0.3268","0.7055908317","76212.108516","11500","23.500582072","0.5055296857","0.0045110594","57205.346769","8071"
"3647","Weber State University","UT","Northwest Commission on Colleges and Universities",4,"NULL","NULL","0.0077","16866","13082","NULL","5523","14749","4821","5712","7623","0.2221","0.6264886323","60771.216134","8250","24.794449983","0.5842472582","0.0049850449","45660.240778","697"
"3648","Westminster College","UT","Northwest Commission on Colleges and Universities",4,"0.84087791495198","1119","0","2095","42769","NULL","32404","32404","18829","11754","8018","0.6586","0.7312252964","90130.00161","17194","22.315203956","0.609394314","PrivacySuppressed","76867.218789","567"
"3649","Bennington College","VT","New England Commission of Higher Education",4,"0.59951456310679","NULL","0","701","66120","NULL","50100","50100","27912","15355","9549","0.5227","0.8739837398","104784.48133","19500","20.0078125","0.671875","PrivacySuppressed","99072.3125","94"
"3650","Castleton University","VT","New England Commission of Higher Education",4,"0.95321361058601","965","0","1894","22948","NULL","11314","26722","12558","8248","6492","0.761","0.6549948507","80917.397463","19000","20.370698132","0.5093411996","PrivacySuppressed","77163.708948","373"
"3651","Champlain College","VT","New England Commission of Higher Education",4,"0.69951923076923","1134","0","3735","55015","NULL","38660","38660","19560","7836","8260","0.5476","0.6827988338","105977.92729","19500","26.700053562","0.4702731655","0.0053561864","81158.048206","866"
"3652","Community College of Vermont","VT","New England Commission of Higher Education",2,"NULL","NULL","0","3555","15149","NULL","6222","12294","6336","3783","NULL","0.2171","0.4925909295","43502.524978","4750","26.138594425","0.6808009423","0.0121711818","31155.237927","NULL"
"3653","Goddard College","VT","New England Commission of Higher Education",4,"0.5625","NULL","0","186","26796","NULL","15786","15786","15988","8796","4775","0.7826","0.7092198582","53072.030303","17750","31.894039735","0.821192053","PrivacySuppressed","32437.172185","311"
"3654","Green Mountain College","VT","New England Commission of Higher Education",4,"0.78547105561861","NULL","0","492","47180","NULL","37002","37002","14418","7799","6308","0.802","0.7372262774","74565.045833","16853","21.424137931","0.5862068966","PrivacySuppressed","65961.475862","239"
"3655","Johnson State College","VT","New England Commission of Higher Education",4,"0.95086705202312","917","0","1295","22816","NULL","11290","23746","10507","9249","7211","0.7847","0.5784447476","62705.176591","14900","24.797680412","0.6636597938","PrivacySuppressed","49487.737113","167"
"3656","Lyndon State College","VT","New England Commission of Higher Education",4,"0.98338870431893","945","0","1121","22392","NULL","11290","22978","12119","9851","6305","0.7569","0.6495575221","73191.621377","15000","20.967741935","0.4758064516","PrivacySuppressed","67237.520968","85"
"3657","Marlboro College","VT","New England Commission of Higher Education",3,"0.66233766233766","NULL","0","190","53110","NULL","40030","40030","20975","22988","4636","0.6984","PrivacySuppressed","87240.747253","16000","21.245283019","0.6037735849","PrivacySuppressed","75768.773585","NULL"
"3658","Middlebury College","VT","New England Commission of Higher Education",4,"0.16135616283025","1394","0","2513","63456","NULL","50063","50063","41298","25179","10947","0.2655","0.7842741935","107888.24508","11995","20.790352505","0.53432282","PrivacySuppressed","94718.951763","26"
"3659","New England Culinary Institute","VT","Accrediting Commission of Career Schools and Colleges",3,"NULL","NULL","0","300","NULL","30368","NULL","NULL","11171","6540","4657","0.64","0.6392405063","70835.888889","16667","24.961111111","0.4944444444","PrivacySuppressed","54996.477778","NULL"
"3660","Norwich University","VT","New England Commission of Higher Education",4,"0.69977802441731","NULL","0.1023","3078","52582","NULL","37354","37354","17806","9189","7817","0.5686","0.7636909227","92001.240538","15750","21.480932203","0.2662429379","PrivacySuppressed","83351.843927","1067"
"3661","O'Briens Aveda Institute","VT","NULL",1,"NULL","NULL","0","86","NULL","17902","NULL","NULL","6877","4681","NULL","0.5344","0.4505494505","57206.218182","9833","24.611650485","PrivacySuppressed","PrivacySuppressed","39617","NULL"
"3662","Saint Michael's College","VT","New England Commission of Higher Education",4,"0.76999800518651","NULL","0.0063","1863","53780","NULL","41975","41975","23023","10240","8397","0.7176","0.8828125","128684.77692","25892.5","19.568181818","0.6151515152","PrivacySuppressed","127091.82576","324"
"3663","SIT Graduate Institute","VT","New England Commission of Higher Education",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","147483","113095","5620","NULL","PrivacySuppressed","PrivacySuppressed","2536","32.541666667","PrivacySuppressed","PrivacySuppressed","22815.833333","294"
"3664","College of St Joseph","VT","New England Commission of Higher Education",4,"0.57507987220447","NULL","0","223","35700","NULL","22650","22650","9452","8445","4333","0.8304","0.4576271186","44899.221239","14250","20.943262411","0.5319148936","PrivacySuppressed","38826.87234","88"
"3665","Southern Vermont College","VT","New England Commission of Higher Education",3,"0.61776859504132","876","0","358","36960","NULL","23975","23975","14629","5610","5332","0.7516","0.5693069307","70475.873737","21500","20.608108108","0.5945945946","PrivacySuppressed","64383.900901","NULL"
"3666","Sterling College","VT","New England Commission of Higher Education",3,"0.95890410958904","NULL","0","122","46694","NULL","36495","36495","12379","12243","4132","0.6752","PrivacySuppressed","60691.738095","13778","21.831775701","0.6542056075","PrivacySuppressed","50393.700935","NULL"
"3667","Vermont Law School","VT","New England Commission of Higher Education",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","31059","23727","8810","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","581"
"3668","Vermont Technical College","VT","New England Commission of Higher Education",3,"0.87904967602591","NULL","0.0315","1430","25083","NULL","14026","25858","14738","13473","6399","0.6248","0.6191051995","70451.447106","12500","25.85151856","0.538807649","PrivacySuppressed","55360.192351","7"
"3669","University of Vermont","VT","New England Commission of Higher Education",4,"0.68940202883075","1216","0.072","10267","30573","NULL","17300","40364","24316","16423","9947","0.4313","0.8848878394","118132.42547","17903","20.07428736","0.6014972646","PrivacySuppressed","112888.02591","1946"
"3670","Paul Mitchell the School-Roanoke","VA","Council on Occupational Education",1,"NULL","NULL","0","69","NULL","16608","NULL","NULL","5980","2726","NULL","0.7048","0.6","56747.862745","9500","24.828125","0.921875","PrivacySuppressed","31935.023438","NULL"
"3671","Advanced Technology Institute","VA","Accrediting Commission of Career Schools and Colleges",2,"0.883295194508","NULL","0","606","24520","NULL","13250","13250","14457","9258","3988","0.3191","0.5826086957","40544.075","12072","24.488833747","0.0347394541","PrivacySuppressed","33108.325062","NULL"
"3672","Averett University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.56458699472759","902","0","846","42035","NULL","31980","31980","15963","10832","5936","0.7815","0.6244897959","62115.288355","17760.5","24.65512979","0.5265760198","PrivacySuppressed","54227.402967","NULL"
"3673","Blue Ridge Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","3114","12313","NULL","5132","11030","2920","5096","6152","0.1484","0.5239099859","42113.876329","5959","23.997601918","0.6043165468","0.0071942446","34039.464628","NULL"
"3674","Bluefield College","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.84808612440191","903","0","881","35698","NULL","24380","24380","9344","3715","5182","0.6684","0.5749588138","54802.981432","13250","26.166919575","0.5660091047","PrivacySuppressed","48148.905918","13"
"3675","Bridgewater College","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.52751803366283","1022","0","1871","45705","NULL","32590","32590","11100","6408","6503","0.7192","0.679787234","84787.306418","20796.5","19.532868526","0.5239043825","PrivacySuppressed","81777.919323","NULL"
"3676","College of William and Mary","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.36524822695035","1360","0","6245","33630","NULL","21234","42274","19447","14862","10752","0.2691","0.8683304647","118699.953","17247.5","19.849040867","0.6071726439","PrivacySuppressed","114454.08841","2341"
"3677","Regent University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.81025896414342","1032","0","3448","28082","NULL","16438","16438","13305","4934","7900","0.761","0.5801144492","65075.359486","9500","33.822910217","0.653869969","0.0111455108","38934.090093","4809"
"3678","Central School of Practical Nursing","VA","Accreditation Commission for Education in Nursing",1,"NULL","NULL","0","33","NULL","6881","NULL","NULL","6682","2318","NULL","0","PrivacySuppressed","27557.2","PrivacySuppressed","29.323529412","PrivacySuppressed","PrivacySuppressed","21970.676471","NULL"
"3679","Central Virginia Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0111","2589","9650","NULL","4598","10496","3118","5300","6270","0.0697","0.5675857431","37502.394439","4500","24.161825726","0.5649081209","PrivacySuppressed","29162.38115","NULL"
"3680","Christopher Newport University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.62161444503451","1158","0.0201","4921","27435","NULL","13054","24680","7591","8746","8289","0.4918","0.818989071","111605.21877","21229","19.634920635","0.5952380952","PrivacySuppressed","109550.41204","112"
"3681","Suffolk Beauty Academy","VA","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","31","NULL","20873","NULL","NULL","10475","1676","NULL","0.5781","0.4791666667","31523.6875","6200","26.85","PrivacySuppressed","PrivacySuppressed","15424.05","NULL"
"3682","Bryant & Stratton College-Virginia Beach","VA","Middle States Commission on Higher Education",3,"NULL","NULL","0","467","22519","NULL","17068","17068","17542","3228","4232","0.7875","0.4621446665","33855.179152","9618","30.370617696","0.8171590332","0.0111780504","21836.645641","NULL"
"3683","Bryant & Stratton College-Richmond","VA","Middle States Commission on Higher Education",3,"NULL","NULL","0","549","21700","NULL","16818","16818","16223","3445","5552","0.8008","0.4621446665","33855.179152","9618","30.370617696","0.8171590332","0.0111780504","21836.645641","NULL"
"3684","Jefferson College of Health Sciences","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"NULL","NULL","0","756","36726","NULL","25150","25150","18857","12468","6923","0.7388","0.6293103448","82147.753788","19500","25.329979879","0.8309859155","PrivacySuppressed","58192.784708","322"
"3685","Dabney S Lancaster Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","675","10522","NULL","4478","10376","2995","6683","6257","0.1553","0.5061425061","46915.06129","5755","23.221982759","0.5905172414","PrivacySuppressed","37986.43319","NULL"
"3686","Danville Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0035","1740","11267","NULL","4455","10961","2116","5804","6321","0.0795","0.5043936731","32051.269279","4382","24.403731343","0.5626865672","PrivacySuppressed","24865.367164","NULL"
"3687","Eastern Virginia Medical School","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","30094","36139","12962","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","1130"
"3688","Centura College-Virginia Beach","VA","Accrediting Commission of Career Schools and Colleges",3,"NULL","NULL","0","129","30740","NULL","15887","15887","14331","4506","4160","0.6585","0.4792843691","26968.875421","12000","29.303676471","0.8573529412","0.0117647059","19080.904412","NULL"
"3689","Emory & Henry College","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.69896907216494","1016","0","1004","43891","NULL","33700","33700","12210","11896","6816","0.7148","0.7329434698","67731.813688","18304","19.832733813","0.4874100719","PrivacySuppressed","64755.489209","143"
"3690","Eastern Mennonite University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.61152263374485","1049","0","1233","44481","NULL","34200","34200","15874","10946","5905","0.602","0.6809338521","78731.62645","14700","22.891071429","0.6357142857","PrivacySuppressed","71293.289286","486"
"3691","Eastern Shore Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","452","10681","NULL","4538","10436","2249","7734","6107","0","0.3712871287","26103.847561","PrivacySuppressed","23.422924901","0.6679841897","PrivacySuppressed","22823.750988","NULL"
"3692","Ferrum College","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.72016831980763","865","0","1289","43316","NULL","31915","31915","16365","8059","6087","0.8733","0.6115107914","55499.54186","12500","19.836225597","0.3958785249","PrivacySuppressed","52381.640998","NULL"
"3693","George Mason University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.80987908412657","1165","0.0478","23179","24347","NULL","11300","32582","11597","12426","10535","0.4404","0.7001214083","76584.649567","15993.5","22.57979111","0.557201846","0.0024289531","64723.111853","11092"
"3694","Germanna Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0082","5054","11019","NULL","4681","10579","3260","4005","6329","0.0878","0.5768645358","54027.275407","5500","24.350908285","0.6220646876","0.0110766504","41757.393","NULL"
"3695","Hampden-Sydney College","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.5559800176315","1122","0","1027","59141","NULL","42962","42962","16888","13621","8081","0.5851","PrivacySuppressed","PrivacySuppressed","22500","19.510204082","PrivacySuppressed","PrivacySuppressed","117757.67602","NULL"
"3696","Hampton University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.64818629646215","973","0.0189","3793","37162","NULL","24242","24242","14660","8484","6834","0.6835","0.8024883359","77274.565831","19500","20.216642755","0.6915351506","PrivacySuppressed","72451.433764","810"
"3697","Hollins University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.59875904860392","1146","0","655","50419","NULL","36835","36835","10279","16034","6996","0.7167","0.7417582418","76979.057307","16524","20.286432161","PrivacySuppressed","PrivacySuppressed","69075.582915","173"
"3698","J Sargeant Reynolds Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0199","8395","11272","NULL","4766","10664","3458","5400","6792","0.1891","0.5496804184","37497.882474","7395","26.353992849","0.6150178784","0.0061978546","27604.98975","NULL"
"3699","James Madison University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.72127300037551","1125","0.0199","19262","24513","NULL","10390","26164","9678","8916","8421","0.3817","0.7916910474","109743.30166","17591","20.158063301","0.6132253203","PrivacySuppressed","104966.62962","1722"
"3700","John Tyler Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0118","5938","10973","NULL","4473","10371","3005","4527","6081","0.1169","0.5848504551","44011.65567","5500","25.175243394","0.6336578581","0.00472879","34518.386926","NULL"
"3701","Everest College-Newport News","VA","Accrediting Commission of Career Schools and Colleges",2,"NULL","NULL","0","10","22913","NULL","10407","10407","12214","4961","NULL","0.6505","0.4848484848","35475.707692","8777","30.159453303","0.6924829157","0.0387243736","19783.198178","NULL"
"3702","Liberty University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.24383192522525","1094","0.0039","46680","35622","NULL","21292","21292","10527","2609","4778","0.6351","0.5760134407","78096.100667","14016","30.939533995","0.6439648587","0.0080977846","45801.487319","28706"
"3703","Longwood University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.73949261643316","970","0","4326","25728","NULL","12240","27138","7211","7897","7444","0.5313","0.7211231653","88518.747074","19000","20.273056058","0.6877637131","PrivacySuppressed","83602.736588","364"
"3704","Lord Fairfax Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","4063","10863","NULL","4507","10405","3761","5368","6660","0.0863","0.4902454374","50016.577757","5284","24.558333333","0.6533333333","PrivacySuppressed","38968.009444","NULL"
"3705","University of Lynchburg","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.63775607888186","1023","0","1999","47359","NULL","36620","36620","15660","11060","7464","0.6684","0.6984815618","92907.744266","21555","20.238493724","0.6171548117","PrivacySuppressed","86298.679916","641"
"3706","Centra College of Nursing","VA","Accrediting Bureau of Health Education Schools",2,"NULL","NULL","0","173","NULL","NULL","11490","11490","9994","15958","5926","0.7208","0.4397590361","69502.351852","12250","28.595628415","0.9234972678","PrivacySuppressed","43906.437158","NULL"
"3707","Mary Baldwin University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.99482631189948","983","0","1226","41977","NULL","30635","30635","12109","8703","6610","0.7195","0.6","54459.261364","18267","25.017218543","0.9311258278","PrivacySuppressed","44545.515232","438"
"3708","University of Mary Washington","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.7444976076555","1114","0","4318","25072","NULL","11630","26220","7118","7984","7646","0.4403","0.7520107239","101511.79895","15000","21.514303878","0.6853146853","PrivacySuppressed","90736.549269","369"
"3709","Marymount University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.90549273021001","970","0","2304","43632","NULL","29780","29780","20357","10254","8101","0.5502","0.7017353579","82167.710744","19500","22.386811024","0.7027559055","PrivacySuppressed","67348.395669","1046"
"3710","Danville Regional Medical Center School of Health Professions","VA","Accrediting Bureau of Health Education Schools",2,"NULL","NULL","0","9","NULL","NULL","NULL","NULL","5477","11081","4295","0.6667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","24.058823529","PrivacySuppressed","PrivacySuppressed","44254.411765","NULL"
"3711","Mountain Empire Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0013","1595","11775","NULL","4478","10376","1501","5814","5951","0","0.4288793103","24413.166387","PrivacySuppressed","24.097353497","0.5633270321","PrivacySuppressed","20577.401701","NULL"
"3712","American National University","VA","Accrediting Council for Independent Colleges and Schools",4,"NULL","NULL","0","1001","23865","NULL","14886","14886","13483","5497","3373","0.8057","0.4101318529","28538.120482","13000","30.956278027","0.8436098655","0.0168161435","18631.943946","78"
"3713","New River Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","2580","11544","NULL","4464","10362","3615","5564","7324","0.1313","0.56718529","46112.186534","5000","24.430582214","0.5387076136","PrivacySuppressed","35573.127959","NULL"
"3714","Sentara College of Health Sciences","VA","Accrediting Bureau of Health Education Schools",3,"NULL","NULL","0","383","NULL","NULL","NULL","NULL","9986","9675","7362","0.5775","0.632","87373.316667","17721.5","31.559566787","0.9133574007","PrivacySuppressed","60474.537906","NULL"
"3715","Tidewater Tech-Trades","VA","Council on Occupational Education",1,"NULL","NULL","0","316","27996","NULL","15401","15401","10964","2063","NULL","0.5988","0.4883268482","32229.737931","9500","29.307365439","0.0878186969","0.0439093484","19152.313031","NULL"
"3716","Norfolk State University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.85492227979274","762","0.0161","4707","22976","NULL","8738","20340","5994","11298","7968","0.7423","0.6264786169","44387.623807","24000","23.138953942","0.6717408275","0.0054644809","37389.871975","682"
"3717","Northern Virginia Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0235","41340","14789","NULL","5313","11283","4082","5017","7791","0.1542","0.5888546666","50418.046366","5743","24.017157007","0.5295088733","0.0054831673","41328.003832","NULL"
"3718","Old Dominion University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.84637068357998","1010","0.0779","19606","22806","NULL","9750","26730","7079","9338","8943","0.5654","0.6678628883","67361.774029","16508","23.603998203","0.6019766397","0.0053908356","54239.414645","4529"
"3719","Patrick Henry Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","1643","10933","NULL","4473","10370","2133","5106","6007","0","0.4563918757","26298.604651","PrivacySuppressed","24.12993763","0.5831600832","PrivacySuppressed","23101.933472","NULL"
"3720","Paul D Camp Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","719","11263","NULL","4453","10353","2900","6314","5525","0.1079","0.504743833","42461.4811","4000","27.06466877","0.7082018927","PrivacySuppressed","32659.929022","NULL"
"3721","Southside Regional Medical Center Professional Schools","VA","Accrediting Bureau of Health Education Schools",2,"NULL","NULL","0","109","NULL","NULL","13545","13545","6931","7244","4902","0.8898","PrivacySuppressed","79959.8","9250","28.521008403","0.9075630252","PrivacySuppressed","46282.773109","NULL"
"3722","Miller-Motte Technical College-Lynchburg","VA","NULL",2,"NULL","NULL","0","340","23431","NULL","10288","10288","11946","3387","3321","0.9009","0.410768453","24969.893836","9500","29.431134144","0.851903528","0.0143512059","16295.042456","NULL"
"3723","Piedmont Virginia Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0137","3372","11330","NULL","4558","10456","3646","5057","6613","0.1004","0.5538461538","44533.286667","4750","24.932788945","0.591080402","0.006281407","34909.494347","NULL"
"3724","Radford University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.8120048341614","NULL","0","8426","21851","NULL","10081","22162","6727","9019","8003","0.6267","0.6856361149","76901.958286","16000","20.578478759","0.5950139914","0.0027982702","70758.301196","948"
"3725","Sylvain Melloul International Hair Academy","VA","Council on Occupational Education",1,"NULL","NULL","0","68","NULL","17433","NULL","NULL","9596","3385","NULL","0.6964","0.5670103093","45686.416667","7274","23.763157895","PrivacySuppressed","PrivacySuppressed","30613.736842","NULL"
"3726","Randolph-Macon College","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.6140042223786","1091","0.0161","1429","50444","NULL","38730","38730","17039","10386","7992","0.6477","0.7745762712","106327.543","24318","19.685575365","0.546191248","PrivacySuppressed","102436.17504","NULL"
"3727","Randolph College","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.83607907742998","1037","0.0149","649","49916","NULL","36770","36770","12966","15687","7633","0.6905","0.7373134328","87400.444795","18000","20.177966102","0.7146892655","PrivacySuppressed","79536.90678","16"
"3728","Rappahannock Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","1530","11703","NULL","4588","10486","3467","5845","6293","0","0.4921316166","27989.391685","PrivacySuppressed","25.672433679","0.7128027682","PrivacySuppressed","23642.117647","NULL"
